ID_Venta;ID_Estacion_Origen;ID_Estacion_Destino;Forma_Pago;Importe;ID_Pasajero;ID_Servicio
1514;961;1106;Tarjeta Credito 1 Pago;60000;903;4
1515;860;15;Efectivo;75000;104;4
1516;280;1318;Tarjeta Credito 12 Pagos;75000;763;5
1517;1032;679;Tarjeta Credito 1 Pago;25000;1830;4
1518;138;26;Tarjeta Credito 6 Pagos;60000;157;5
1519;1226;586;Tarjeta Credito 6 Pagos;25000;1739;4
1520;644;1320;Tarjeta Credito 1 Pago;75000;1998;1
1521;411;356;Tarjeta Debito;15000;1848;1
1522;555;741;Efectivo;15000;605;3
1523;1265;127;Tarjeta Debito;40000;1316;1
1524;360;1076;Tarjeta Credito 6 Pagos;60000;82;3
1525;1042;386;Tarjeta Credito 6 Pagos;75000;1386;4
1526;896;1074;Tarjeta Credito 1 Pago;25000;1923;2
1527;1349;1371;Tarjeta Credito 12 Pagos;15000;142;3
1528;908;138;Tarjeta Credito 12 Pagos;25000;827;1
1529;346;1125;Tarjeta Credito 1 Pago;15000;824;3
1530;1198;937;Tarjeta Credito 12 Pagos;60000;1458;2
1531;1413;1015;Efectivo;25000;1154;2
1532;911;882;Tarjeta Debito;75000;1233;4
1533;284;399;Tarjeta Credito 12 Pagos;75000;1265;4
1534;576;538;Tarjeta Credito 12 Pagos;75000;802;1
1535;352;115;Efectivo;25000;1337;2
1536;1162;670;Tarjeta Credito 12 Pagos;15000;1041;5
1537;528;841;Tarjeta Credito 12 Pagos;25000;42;3
1538;1186;1160;Tarjeta Credito 12 Pagos;60000;1265;4
1539;408;133;Tarjeta Credito 1 Pago;40000;666;5
1540;1333;990;Tarjeta Credito 6 Pagos;15000;1791;4
1541;1356;1219;Tarjeta Credito 1 Pago;25000;957;3
1542;780;1258;Tarjeta Debito;15000;1871;1
1543;1329;136;Tarjeta Credito 6 Pagos;15000;399;1
1544;209;75;Tarjeta Debito;60000;1569;4
1545;152;217;Tarjeta Debito;40000;502;5
1546;709;401;Tarjeta Credito 6 Pagos;75000;1461;3
1547;862;594;Tarjeta Debito;15000;1965;1
1548;1184;170;Efectivo;40000;1632;5
1549;524;990;Tarjeta Credito 12 Pagos;40000;869;2
1550;1087;18;Tarjeta Credito 1 Pago;75000;1865;5
1551;1022;1067;Tarjeta Credito 1 Pago;40000;1155;2
1552;272;227;Tarjeta Credito 12 Pagos;40000;296;3
1553;490;816;Tarjeta Credito 6 Pagos;60000;275;1
1554;1388;70;Tarjeta Debito;40000;452;3
1555;22;147;Tarjeta Credito 6 Pagos;40000;1359;5
1556;1300;612;Tarjeta Debito;25000;1806;2
1557;1147;358;Tarjeta Credito 12 Pagos;75000;1344;1
1558;69;1401;Tarjeta Credito 1 Pago;60000;1583;5
1559;1022;1412;Efectivo;60000;579;1
1560;1352;1418;Tarjeta Credito 6 Pagos;40000;1319;5
1561;714;346;Tarjeta Credito 1 Pago;15000;84;1
1562;1197;508;Tarjeta Credito 6 Pagos;15000;486;3
1563;1217;1067;Tarjeta Credito 6 Pagos;40000;1444;1
1564;1423;85;Tarjeta Credito 12 Pagos;60000;1569;1
1565;1102;132;Tarjeta Credito 1 Pago;60000;1037;1
1566;1038;111;Tarjeta Credito 6 Pagos;25000;1740;1
1567;1276;243;Tarjeta Credito 12 Pagos;40000;1214;2
1568;549;61;Tarjeta Credito 6 Pagos;75000;1112;2
1569;818;310;Tarjeta Credito 1 Pago;15000;21;4
1570;1193;349;Tarjeta Debito;75000;770;3
1571;599;127;Tarjeta Credito 1 Pago;75000;1258;2
1572;229;1057;Tarjeta Debito;40000;1476;1
1573;743;951;Tarjeta Credito 1 Pago;75000;186;4
1574;1373;747;Tarjeta Debito;15000;1618;3
1575;8;536;Tarjeta Credito 12 Pagos;75000;1826;4
1576;127;1230;Efectivo;25000;433;1
1577;223;1297;Tarjeta Credito 1 Pago;40000;1608;1
1578;488;236;Tarjeta Debito;75000;173;2
1579;487;522;Tarjeta Credito 6 Pagos;40000;1964;1
1580;296;49;Tarjeta Debito;25000;1484;3
1581;609;60;Tarjeta Credito 6 Pagos;40000;1719;4
1582;1202;352;Efectivo;25000;1959;1
1583;512;1358;Tarjeta Credito 12 Pagos;25000;892;4
1584;1054;1321;Tarjeta Debito;25000;1139;2
1585;585;1138;Tarjeta Debito;25000;1843;2
1586;728;110;Tarjeta Debito;40000;1440;5
1587;717;396;Efectivo;40000;838;3
1588;1113;898;Tarjeta Debito;15000;1666;4
1589;614;1117;Tarjeta Credito 6 Pagos;15000;1779;3
1590;299;123;Tarjeta Debito;40000;1473;1
1591;383;1040;Tarjeta Debito;60000;1657;5
1592;224;513;Tarjeta Debito;60000;871;5
1593;349;176;Tarjeta Credito 12 Pagos;75000;1692;1
1594;718;182;Tarjeta Debito;75000;871;1
1595;1190;727;Efectivo;75000;1933;1
1596;1374;83;Tarjeta Debito;40000;1837;2
1597;337;194;Tarjeta Credito 6 Pagos;25000;1554;2
1598;72;839;Tarjeta Credito 12 Pagos;15000;527;5
1599;341;1071;Tarjeta Debito;25000;950;3
1600;1373;1323;Tarjeta Credito 6 Pagos;60000;375;1
1601;706;1112;Efectivo;60000;1102;1
1602;546;1401;Tarjeta Credito 1 Pago;60000;669;3
1603;645;952;Tarjeta Credito 1 Pago;25000;429;5
1604;211;853;Tarjeta Credito 1 Pago;25000;662;5
1605;1048;407;Efectivo;25000;637;5
1606;538;153;Tarjeta Debito;40000;466;5
1607;996;1237;Efectivo;25000;19;1
1608;1105;162;Tarjeta Credito 1 Pago;60000;1231;2
1609;475;754;Efectivo;15000;1347;5
1610;49;1157;Efectivo;75000;407;5
1611;939;143;Tarjeta Credito 1 Pago;15000;794;1
1612;263;801;Tarjeta Debito;75000;453;5
1613;349;1343;Efectivo;15000;557;3
1614;557;519;Tarjeta Credito 6 Pagos;60000;1566;2
1615;59;27;Tarjeta Debito;40000;439;3
1616;973;882;Tarjeta Credito 1 Pago;60000;1982;1
1617;1058;608;Tarjeta Debito;60000;1784;2
1618;1057;1239;Tarjeta Credito 1 Pago;40000;1282;4
1619;1306;137;Efectivo;60000;822;1
1620;570;1136;Tarjeta Credito 6 Pagos;60000;27;3
1621;617;843;Tarjeta Credito 6 Pagos;25000;1651;2
1622;357;1086;Efectivo;15000;1928;3
1623;409;1286;Efectivo;60000;1839;5
1624;910;1095;Tarjeta Credito 12 Pagos;60000;1269;1
1625;1418;1055;Efectivo;25000;1307;5
1626;1271;475;Tarjeta Debito;60000;620;4
1627;1093;83;Tarjeta Credito 6 Pagos;40000;893;3
1628;477;1282;Efectivo;15000;722;2
1629;55;1424;Efectivo;40000;794;1
1630;1325;723;Tarjeta Debito;15000;627;1
1631;691;1155;Tarjeta Debito;75000;412;4
1632;196;440;Tarjeta Credito 6 Pagos;75000;622;3
1633;1147;1340;Tarjeta Debito;25000;575;2
1634;928;1220;Tarjeta Debito;25000;1634;3
1635;1016;516;Tarjeta Credito 6 Pagos;25000;974;1
1636;551;1372;Tarjeta Credito 12 Pagos;60000;13;2
1637;27;499;Tarjeta Credito 6 Pagos;60000;1830;4
1638;378;1176;Tarjeta Credito 12 Pagos;15000;806;2
1639;1135;934;Tarjeta Credito 12 Pagos;75000;238;4
1640;57;683;Efectivo;15000;894;1
1641;288;307;Tarjeta Credito 12 Pagos;40000;12;3
1642;1158;834;Tarjeta Credito 12 Pagos;25000;1106;2
1643;607;1039;Efectivo;15000;1293;2
1644;959;676;Tarjeta Credito 1 Pago;75000;658;5
1645;709;969;Tarjeta Credito 6 Pagos;40000;395;4
1646;648;1045;Tarjeta Credito 6 Pagos;40000;743;4
1647;260;1269;Tarjeta Credito 6 Pagos;60000;1721;2
1648;1087;1184;Tarjeta Debito;60000;1556;1
1649;479;27;Tarjeta Credito 1 Pago;15000;1131;3
1650;1072;552;Tarjeta Credito 6 Pagos;60000;1952;1
1651;627;608;Tarjeta Debito;60000;1615;1
1652;629;918;Tarjeta Credito 6 Pagos;75000;1701;3
1653;1172;403;Tarjeta Debito;15000;1314;5
1654;1238;209;Tarjeta Credito 12 Pagos;15000;1054;2
1655;262;333;Tarjeta Debito;60000;1701;4
1656;910;1133;Tarjeta Credito 1 Pago;60000;1367;2
1657;848;109;Tarjeta Credito 6 Pagos;75000;1883;3
1658;478;1343;Tarjeta Credito 6 Pagos;40000;1281;5
1659;813;652;Tarjeta Debito;60000;935;5
1660;909;1363;Efectivo;75000;1012;1
1661;862;1331;Efectivo;25000;1460;2
1662;273;723;Tarjeta Debito;40000;1668;5
1663;810;1252;Tarjeta Credito 1 Pago;75000;1201;3
1664;238;1215;Tarjeta Debito;40000;1048;5
1665;326;1212;Tarjeta Credito 6 Pagos;40000;12;1
1666;20;760;Tarjeta Debito;25000;1967;2
1667;1246;1327;Tarjeta Debito;15000;1112;1
1668;191;850;Efectivo;60000;347;4
1669;1169;174;Tarjeta Credito 12 Pagos;25000;223;2
1670;328;321;Tarjeta Credito 12 Pagos;60000;1810;4
1671;1404;1018;Tarjeta Credito 12 Pagos;60000;95;5
1672;1096;1292;Efectivo;25000;1053;2
1673;188;746;Efectivo;60000;871;3
1674;804;710;Tarjeta Credito 12 Pagos;60000;756;1
1675;416;145;Tarjeta Credito 1 Pago;60000;789;3
1676;248;1021;Efectivo;15000;390;5
1677;774;371;Tarjeta Credito 6 Pagos;15000;792;4
1678;997;968;Tarjeta Credito 1 Pago;75000;212;1
1679;88;313;Tarjeta Credito 12 Pagos;25000;577;5
1680;643;1295;Efectivo;15000;1548;1
1681;738;504;Efectivo;75000;1116;4
1682;465;223;Tarjeta Credito 6 Pagos;40000;676;4
1683;1146;660;Tarjeta Debito;15000;835;3
1684;125;869;Tarjeta Debito;60000;971;4
1685;213;1007;Tarjeta Credito 6 Pagos;40000;1880;1
1686;729;606;Tarjeta Credito 1 Pago;60000;1863;3
1687;253;1249;Tarjeta Credito 6 Pagos;40000;433;1
1688;1108;988;Efectivo;60000;1924;4
1689;411;69;Tarjeta Debito;15000;934;4
1690;23;1117;Tarjeta Credito 12 Pagos;25000;537;4
1691;934;663;Tarjeta Credito 1 Pago;15000;859;1
1692;466;70;Tarjeta Credito 1 Pago;75000;1421;4
1693;1245;638;Efectivo;75000;1447;1
1694;477;1372;Tarjeta Credito 6 Pagos;75000;688;4
1695;148;492;Tarjeta Credito 6 Pagos;60000;996;5
1696;1137;971;Tarjeta Credito 12 Pagos;40000;1389;3
1697;1403;319;Efectivo;60000;203;3
1698;1320;887;Tarjeta Credito 12 Pagos;60000;408;5
1699;709;1100;Tarjeta Credito 6 Pagos;75000;1759;2
1700;1291;68;Tarjeta Credito 12 Pagos;25000;1193;5
1701;1367;712;Tarjeta Debito;40000;1302;5
1702;321;927;Tarjeta Credito 12 Pagos;75000;1352;1
1703;517;1345;Tarjeta Debito;15000;18;1
1704;308;751;Tarjeta Debito;25000;1173;3
1705;427;1296;Tarjeta Credito 12 Pagos;15000;103;2
1706;67;1399;Tarjeta Credito 1 Pago;25000;1682;3
1707;1063;563;Tarjeta Credito 12 Pagos;75000;1454;5
1708;597;969;Tarjeta Debito;40000;1665;4
1709;1155;908;Tarjeta Credito 12 Pagos;75000;1726;3
1710;179;1139;Tarjeta Debito;25000;1510;4
1711;843;1159;Efectivo;25000;1701;4
1712;500;595;Tarjeta Credito 12 Pagos;15000;25;3
1713;991;744;Tarjeta Credito 6 Pagos;60000;770;2
1714;249;1329;Tarjeta Credito 12 Pagos;60000;895;3
1715;468;950;Tarjeta Credito 12 Pagos;40000;146;2
1716;303;156;Tarjeta Credito 1 Pago;25000;1197;4
1717;779;458;Tarjeta Credito 6 Pagos;25000;966;1
1718;1296;967;Efectivo;40000;880;2
1719;593;927;Tarjeta Credito 6 Pagos;60000;329;2
1720;700;372;Tarjeta Credito 12 Pagos;15000;157;4
1721;1090;632;Efectivo;15000;1439;5
1722;163;700;Tarjeta Debito;25000;1335;1
1723;767;172;Efectivo;15000;444;4
1724;752;589;Efectivo;60000;402;2
1725;490;226;Tarjeta Credito 1 Pago;40000;81;4
1726;320;679;Tarjeta Credito 12 Pagos;25000;1904;3
1727;870;151;Tarjeta Credito 12 Pagos;60000;325;5
1728;657;881;Tarjeta Credito 6 Pagos;25000;230;3
1729;1211;557;Tarjeta Credito 1 Pago;60000;1935;2
1730;696;1104;Efectivo;60000;1071;4
1731;528;887;Tarjeta Credito 1 Pago;25000;984;4
1732;490;1079;Tarjeta Credito 12 Pagos;40000;940;2
1733;848;510;Tarjeta Debito;75000;855;5
1734;1263;482;Tarjeta Debito;25000;157;3
1735;399;1287;Tarjeta Credito 12 Pagos;15000;1630;5
1736;1138;451;Tarjeta Credito 6 Pagos;40000;308;5
1737;987;712;Tarjeta Credito 6 Pagos;15000;1824;5
1738;277;388;Tarjeta Credito 1 Pago;75000;1753;3
1739;468;1131;Tarjeta Credito 1 Pago;40000;1503;4
1740;1381;631;Efectivo;40000;268;2
1741;441;487;Tarjeta Credito 1 Pago;40000;1008;5
1742;565;200;Tarjeta Credito 12 Pagos;75000;1541;2
1743;371;404;Tarjeta Debito;40000;1648;2
1744;407;321;Tarjeta Debito;75000;1877;2
1745;1304;905;Tarjeta Credito 12 Pagos;75000;1279;1
1746;390;868;Tarjeta Credito 1 Pago;60000;838;5
1747;362;273;Efectivo;15000;494;4
1748;1425;250;Efectivo;60000;1771;2
1749;190;356;Tarjeta Credito 1 Pago;75000;1051;2
1750;629;708;Tarjeta Credito 12 Pagos;75000;1106;1
1751;793;519;Tarjeta Credito 12 Pagos;40000;1584;4
1752;245;1335;Tarjeta Credito 6 Pagos;40000;58;5
1753;823;1163;Tarjeta Credito 12 Pagos;15000;529;3
1754;619;1321;Tarjeta Credito 1 Pago;75000;594;2
1755;1128;374;Tarjeta Credito 6 Pagos;40000;1372;3
1756;244;905;Tarjeta Credito 6 Pagos;75000;214;3
1757;71;818;Tarjeta Credito 12 Pagos;25000;1404;2
1758;830;1262;Tarjeta Debito;25000;709;4
1759;1135;1371;Tarjeta Credito 12 Pagos;15000;465;4
1760;1269;980;Tarjeta Credito 12 Pagos;40000;554;1
1761;1426;909;Tarjeta Credito 1 Pago;15000;1262;3
1762;819;1241;Tarjeta Credito 6 Pagos;40000;1531;4
1763;1222;174;Tarjeta Debito;25000;1005;4
1764;1218;686;Tarjeta Credito 6 Pagos;15000;1652;1
1765;911;1223;Tarjeta Debito;60000;1446;5
1766;813;647;Efectivo;40000;1322;2
1767;245;168;Tarjeta Credito 6 Pagos;40000;1465;5
1768;759;555;Tarjeta Credito 1 Pago;15000;345;2
1769;1101;817;Tarjeta Credito 12 Pagos;25000;42;4
1770;409;1422;Tarjeta Credito 12 Pagos;25000;869;5
1771;128;1186;Tarjeta Credito 6 Pagos;40000;5;1
1772;564;713;Tarjeta Credito 6 Pagos;25000;242;4
1773;511;763;Tarjeta Credito 6 Pagos;15000;1384;4
1774;861;775;Efectivo;15000;1994;3
1775;688;44;Tarjeta Credito 12 Pagos;75000;834;5
1776;893;137;Tarjeta Credito 6 Pagos;60000;1115;4
1777;965;920;Tarjeta Credito 1 Pago;75000;583;3
1778;1029;1411;Tarjeta Debito;15000;399;2
1779;1302;314;Efectivo;75000;1135;4
1780;1109;144;Tarjeta Debito;25000;348;5
1781;1305;323;Efectivo;25000;93;1
1782;1353;316;Tarjeta Debito;40000;1619;5
1783;550;441;Efectivo;40000;1504;2
1784;536;67;Tarjeta Credito 6 Pagos;25000;1798;4
1785;1026;1329;Tarjeta Debito;60000;1016;5
1786;630;1031;Efectivo;15000;1332;5
1787;1235;432;Efectivo;75000;91;1
1788;524;627;Tarjeta Credito 12 Pagos;75000;1520;1
1789;477;114;Tarjeta Credito 1 Pago;60000;1826;3
1790;685;1053;Efectivo;40000;839;2
1791;819;135;Efectivo;60000;277;4
1792;382;303;Efectivo;25000;1376;2
1793;1056;372;Tarjeta Credito 12 Pagos;15000;525;4
1794;983;724;Tarjeta Credito 1 Pago;25000;1590;3
1795;416;715;Tarjeta Credito 6 Pagos;40000;142;3
1796;239;827;Tarjeta Credito 6 Pagos;75000;58;3
1797;1165;64;Tarjeta Credito 1 Pago;60000;481;5
1798;915;1012;Efectivo;40000;559;3
1799;293;1340;Efectivo;40000;1146;2
1800;293;361;Tarjeta Debito;75000;1985;2
1801;933;837;Tarjeta Debito;25000;1680;5
1802;237;316;Tarjeta Credito 12 Pagos;75000;678;3
1803;885;397;Tarjeta Debito;75000;1704;2
1804;1385;1359;Tarjeta Credito 1 Pago;75000;1922;3
1805;1153;132;Tarjeta Credito 12 Pagos;25000;218;3
1806;350;641;Efectivo;40000;1145;5
1807;1062;1;Tarjeta Credito 6 Pagos;60000;1602;2
1808;712;1080;Efectivo;40000;126;1
1809;528;1003;Tarjeta Credito 6 Pagos;40000;1908;5
1810;77;724;Tarjeta Credito 6 Pagos;40000;1205;5
1811;315;488;Tarjeta Debito;60000;1545;4
1812;536;1321;Tarjeta Credito 6 Pagos;25000;779;3
1813;217;1100;Tarjeta Credito 1 Pago;25000;1740;5
1814;235;22;Tarjeta Credito 6 Pagos;40000;108;1
1815;505;331;Tarjeta Credito 1 Pago;25000;150;4
1816;543;1160;Tarjeta Credito 1 Pago;40000;1720;1
1817;1029;1241;Tarjeta Credito 12 Pagos;75000;917;3
1818;962;741;Tarjeta Debito;25000;688;3
1819;414;419;Tarjeta Credito 1 Pago;15000;1050;1
1820;1363;808;Efectivo;75000;1815;1
1821;1047;1376;Tarjeta Debito;15000;1849;3
1822;26;396;Tarjeta Credito 12 Pagos;40000;641;3
1823;1139;53;Tarjeta Credito 1 Pago;75000;639;5
1824;275;634;Tarjeta Credito 12 Pagos;25000;167;3
1825;742;1218;Tarjeta Credito 12 Pagos;40000;1890;2
1826;774;1391;Tarjeta Credito 6 Pagos;15000;780;2
1827;1001;1139;Efectivo;40000;1405;2
1828;111;1225;Tarjeta Credito 12 Pagos;25000;1294;5
1829;511;717;Tarjeta Debito;60000;929;4
1830;786;1008;Tarjeta Credito 12 Pagos;25000;512;4
1831;556;194;Tarjeta Debito;60000;105;1
1832;259;849;Tarjeta Credito 1 Pago;75000;1635;3
1833;1100;1362;Efectivo;40000;60;2
1834;182;1120;Tarjeta Debito;25000;194;1
1835;346;197;Tarjeta Credito 12 Pagos;40000;1096;3
1836;543;923;Efectivo;40000;860;5
1837;1347;742;Tarjeta Credito 6 Pagos;40000;599;2
1838;1062;986;Tarjeta Credito 6 Pagos;60000;253;1
1839;454;685;Efectivo;15000;1802;2
1840;1311;1082;Tarjeta Credito 12 Pagos;60000;731;1
1841;1390;150;Tarjeta Credito 12 Pagos;40000;439;3
1842;640;953;Tarjeta Credito 6 Pagos;15000;1514;5
1843;318;311;Tarjeta Credito 12 Pagos;25000;719;3
1844;976;753;Tarjeta Debito;15000;1963;4
1845;934;1120;Tarjeta Credito 6 Pagos;15000;969;5
1846;1219;1333;Tarjeta Credito 6 Pagos;75000;1819;3
1847;221;552;Tarjeta Credito 6 Pagos;75000;810;2
1848;1140;479;Tarjeta Credito 1 Pago;15000;718;1
1849;955;186;Efectivo;40000;927;2
1850;228;948;Tarjeta Credito 1 Pago;60000;1564;3
1851;1184;1078;Tarjeta Credito 1 Pago;25000;946;4
1852;428;1179;Tarjeta Credito 1 Pago;40000;1343;3
1853;424;763;Tarjeta Credito 6 Pagos;75000;1008;1
1854;651;905;Efectivo;75000;534;3
1855;237;616;Efectivo;25000;1354;1
1856;1404;1199;Tarjeta Credito 6 Pagos;25000;927;4
1857;1155;511;Tarjeta Debito;40000;871;2
1858;1398;413;Tarjeta Credito 12 Pagos;40000;621;3
1859;1342;1306;Tarjeta Debito;75000;1571;5
1860;982;984;Tarjeta Debito;75000;1510;1
1861;1195;485;Tarjeta Credito 12 Pagos;15000;1824;3
1862;1291;828;Efectivo;60000;1783;5
1863;47;462;Tarjeta Credito 12 Pagos;40000;1489;3
1864;156;1117;Tarjeta Credito 12 Pagos;25000;1335;4
1865;221;1167;Tarjeta Debito;75000;906;3
1866;45;831;Tarjeta Credito 6 Pagos;75000;274;1
1867;1174;1401;Tarjeta Credito 12 Pagos;15000;853;2
1868;789;659;Tarjeta Credito 1 Pago;60000;809;2
1869;437;696;Tarjeta Credito 6 Pagos;25000;384;1
1870;850;1020;Tarjeta Credito 12 Pagos;60000;558;2
1871;599;1064;Tarjeta Credito 6 Pagos;75000;1862;4
1872;1207;479;Tarjeta Credito 12 Pagos;75000;989;5
1873;1384;639;Tarjeta Credito 12 Pagos;60000;1486;4
1874;623;1314;Tarjeta Debito;15000;1271;4
1875;368;514;Tarjeta Credito 1 Pago;60000;797;3
1876;960;1208;Tarjeta Credito 1 Pago;15000;601;3
1877;891;715;Tarjeta Credito 1 Pago;40000;1322;4
1878;110;333;Tarjeta Credito 12 Pagos;40000;1115;1
1879;429;488;Efectivo;15000;1883;4
1880;1002;558;Efectivo;40000;786;3
1881;1329;695;Tarjeta Debito;60000;1187;4
1882;555;619;Tarjeta Credito 1 Pago;60000;1777;5
1883;726;1318;Tarjeta Credito 6 Pagos;60000;1480;5
1884;225;1359;Tarjeta Credito 6 Pagos;40000;629;3
1885;854;101;Tarjeta Credito 6 Pagos;75000;636;2
1886;346;590;Tarjeta Credito 6 Pagos;15000;739;4
1887;1017;181;Tarjeta Credito 12 Pagos;25000;1562;3
1888;70;972;Tarjeta Credito 12 Pagos;25000;1185;3
1889;846;6;Efectivo;75000;1206;4
1890;1156;1082;Efectivo;15000;69;5
1891;697;654;Efectivo;15000;397;3
1892;1122;1419;Efectivo;15000;839;2
1893;843;894;Tarjeta Debito;25000;1363;1
1894;417;713;Efectivo;60000;714;2
1895;1366;884;Tarjeta Credito 1 Pago;40000;1176;2
1896;218;150;Tarjeta Credito 6 Pagos;60000;728;3
1897;911;130;Tarjeta Credito 1 Pago;15000;1347;1
1898;6;432;Tarjeta Credito 12 Pagos;40000;1025;3
1899;839;1210;Tarjeta Credito 12 Pagos;75000;1779;1
1900;838;769;Efectivo;75000;1041;1
1901;1198;311;Tarjeta Credito 6 Pagos;15000;842;3
1902;532;539;Tarjeta Debito;75000;339;5
1903;1346;485;Tarjeta Credito 1 Pago;15000;1869;2
1904;491;319;Tarjeta Credito 1 Pago;15000;1263;3
1905;333;859;Tarjeta Debito;75000;1254;1
1906;431;594;Tarjeta Debito;25000;270;4
1907;1317;249;Efectivo;40000;471;2
1908;86;437;Tarjeta Credito 1 Pago;25000;840;3
1909;616;359;Tarjeta Credito 1 Pago;15000;1817;5
1910;418;311;Tarjeta Debito;75000;1954;4
1911;882;1407;Tarjeta Credito 1 Pago;40000;363;2
1912;408;886;Tarjeta Credito 6 Pagos;75000;575;2
1913;487;1399;Tarjeta Debito;40000;1861;2
1914;995;1242;Tarjeta Credito 12 Pagos;40000;953;1
1915;351;1137;Tarjeta Credito 12 Pagos;60000;388;3
1916;81;952;Tarjeta Credito 1 Pago;40000;424;3
1917;275;658;Tarjeta Credito 1 Pago;15000;1536;5
1918;274;755;Efectivo;25000;1705;1
1919;830;1216;Tarjeta Credito 1 Pago;40000;1028;4
1920;455;184;Tarjeta Credito 1 Pago;15000;1290;4
1921;148;131;Tarjeta Credito 1 Pago;40000;655;4
1922;11;1167;Tarjeta Debito;60000;230;3
1923;482;626;Tarjeta Debito;75000;619;5
1924;368;195;Efectivo;75000;975;5
1925;292;661;Efectivo;75000;811;5
1926;851;1150;Tarjeta Credito 12 Pagos;25000;1093;5
1927;230;1323;Efectivo;60000;1884;2
1928;567;896;Efectivo;15000;410;2
1929;1075;1185;Efectivo;25000;1096;4
1930;775;878;Efectivo;25000;536;1
1931;413;1343;Tarjeta Credito 6 Pagos;40000;1894;3
1932;42;609;Tarjeta Credito 12 Pagos;60000;372;4
1933;1356;32;Tarjeta Credito 1 Pago;60000;201;5
1934;642;1013;Tarjeta Credito 6 Pagos;60000;858;1
1935;250;80;Tarjeta Credito 6 Pagos;75000;1592;5
1936;729;1224;Tarjeta Credito 12 Pagos;75000;1617;5
1937;650;712;Tarjeta Credito 1 Pago;40000;404;2
1938;154;764;Tarjeta Debito;60000;1289;3
1939;1298;750;Tarjeta Credito 6 Pagos;25000;967;3
1940;960;1115;Efectivo;25000;282;5
1941;18;691;Tarjeta Credito 1 Pago;25000;261;2
1942;1379;1151;Tarjeta Debito;75000;542;1
1943;531;1152;Tarjeta Debito;25000;1364;4
1944;1228;1218;Tarjeta Debito;75000;904;2
1945;1300;293;Tarjeta Credito 12 Pagos;60000;1113;3
1946;1286;1303;Tarjeta Credito 12 Pagos;25000;1888;3
1947;1003;1005;Tarjeta Credito 12 Pagos;15000;1454;3
1948;1151;293;Tarjeta Credito 12 Pagos;75000;242;3
1949;197;479;Tarjeta Credito 12 Pagos;15000;722;3
1950;444;924;Tarjeta Credito 6 Pagos;75000;887;1
1951;819;514;Tarjeta Credito 1 Pago;15000;1776;5
1952;960;13;Tarjeta Credito 12 Pagos;15000;995;1
1953;601;65;Efectivo;15000;12;5
1954;479;247;Tarjeta Credito 6 Pagos;40000;365;1
1955;1061;644;Tarjeta Credito 1 Pago;60000;782;4
1956;102;359;Tarjeta Debito;40000;1394;1
1957;1165;939;Tarjeta Debito;40000;1382;4
1958;1287;312;Efectivo;60000;1466;3
1959;932;907;Tarjeta Credito 12 Pagos;15000;1262;1
1960;37;501;Tarjeta Credito 12 Pagos;40000;477;1
1961;383;919;Tarjeta Credito 1 Pago;75000;1332;1
1962;1241;1033;Tarjeta Credito 12 Pagos;40000;1298;2
1963;95;745;Tarjeta Credito 12 Pagos;75000;1232;5
1964;322;776;Tarjeta Credito 6 Pagos;25000;1423;4
1965;942;995;Tarjeta Debito;25000;891;2
1966;460;253;Tarjeta Credito 12 Pagos;40000;732;4
1967;689;1038;Tarjeta Debito;25000;1415;1
1968;113;1391;Tarjeta Debito;15000;158;5
1969;1042;1401;Tarjeta Credito 1 Pago;60000;971;4
1970;213;63;Tarjeta Debito;75000;38;2
1971;223;323;Tarjeta Credito 12 Pagos;75000;1469;1
1972;413;1214;Tarjeta Credito 6 Pagos;60000;228;3
1973;770;1276;Tarjeta Credito 12 Pagos;60000;853;3
1974;198;1212;Efectivo;15000;400;4
1975;791;26;Tarjeta Credito 12 Pagos;25000;853;2
1976;1202;926;Tarjeta Credito 1 Pago;40000;449;2
1977;69;159;Tarjeta Debito;25000;252;5
1978;1038;1076;Tarjeta Credito 12 Pagos;60000;1743;1
1979;1197;730;Efectivo;60000;1265;3
1980;659;546;Tarjeta Credito 12 Pagos;40000;1300;1
1981;483;1155;Tarjeta Credito 6 Pagos;25000;326;1
1982;194;1349;Tarjeta Credito 6 Pagos;25000;1703;1
1983;1231;162;Efectivo;75000;35;4
1984;1143;21;Tarjeta Debito;25000;1616;2
1985;947;480;Tarjeta Credito 12 Pagos;60000;64;3
1986;1035;80;Tarjeta Credito 12 Pagos;60000;140;1
1987;729;1225;Tarjeta Credito 1 Pago;60000;1631;1
1988;261;692;Tarjeta Credito 12 Pagos;60000;906;3
1989;267;280;Tarjeta Credito 1 Pago;15000;1400;5
1990;1245;498;Tarjeta Credito 1 Pago;15000;1312;2
1991;738;1322;Tarjeta Debito;25000;1612;2
1992;917;196;Efectivo;40000;331;5
1993;852;193;Tarjeta Credito 12 Pagos;15000;171;5
1994;434;69;Tarjeta Credito 1 Pago;40000;714;4
1995;678;1402;Tarjeta Debito;40000;319;2
1996;300;1206;Tarjeta Credito 12 Pagos;75000;1228;1
1997;826;495;Tarjeta Credito 12 Pagos;25000;358;5
1998;1020;488;Efectivo;60000;1198;2
1999;81;1306;Tarjeta Credito 12 Pagos;25000;348;3
2000;903;825;Tarjeta Credito 6 Pagos;75000;493;1
2001;1235;11;Tarjeta Debito;60000;803;2
2002;667;638;Tarjeta Debito;60000;1727;2
2003;706;1200;Tarjeta Credito 12 Pagos;60000;187;3
